Tanggal,Object_ID,Provinsi,Kasus_Terkonfirmasi_Akumulatif,Penambahan_Harian_Kasus_Terkonf,Kasus_Sembuh_Akumulatif,Penambahan_Harian_Kasus_Sembuh,Kasus_Meninggal_Akumulatif,Penambahan_Harian_Kasus_Meningg,Kasus_Aktif_Akumulatif,CFR_Harian,RI_Harian,FID,ObjectId
2020/04/24 00:00:00+00,1864,Jawa Barat,862,78,90,3,77,3,695,8.932714617,10.44083527,1864,1847
2020/04/17 00:00:00+00,1614,Kepulauan Bangka Belitung,6,0,0,0,1,0,5,16.66666667,0,1614,1848
2020/04/27 00:00:00+00,1962,Bali,194,8,81,6,4,0,109,2.06185567,41.75257732,1962,1849
2020/04/22 00:00:00+00,1810,Sulawesi Tengah,29,2,3,0,3,0,23,10.34482759,10.34482759,1810,1850
2020/04/24 00:00:00+00,1865,Jawa Tengah,575,37,58,4,54,1,463,9.391304348,10.08695652,1865,1851
2020/04/17 00:00:00+00,1615,Bengkulu,4,0,0,0,1,0,3,25,0,1615,1852
2020/04/27 00:00:00+00,1963,Banten,382,12,33,0,40,1,309,10.47120419,8.638743455,1963,1853
2020/04/22 00:00:00+00,1811,Lampung,27,0,10,0,5,0,12,18.51851852,37.03703704,1811,1854
2020/04/24 00:00:00+00,1866,Jawa Timur,690,26,128,16,67,7,495,9.710144928,18.55072464,1866,1855
2020/04/17 00:00:00+00,1616,Daerah Istimewa Yogyakarta,64,1,25,3,7,1,32,10.9375,39.0625,1616,1856
2020/04/27 00:00:00+00,1964,Kepulauan Bangka Belitung,10,0,2,0,1,0,7,10,20,1964,1857
2020/04/22 00:00:00+00,1812,Riau,35,0,9,0,4,0,22,11.42857143,25.71428571,1812,1858
2020/04/24 00:00:00+00,1867,Kalimantan Barat,50,0,7,0,3,0,40,6,14,1867,1859
2020/04/17 00:00:00+00,1617,DKI Jakarta,2815,154,204,2,246,2,2365,8.738898757,7.246891652,1617,1860
2020/04/27 00:00:00+00,1965,Bengkulu,8,0,1,0,1,0,6,12.5,12.5,1965,1861
2020/04/22 00:00:00+00,1813,Maluku Utara,12,8,2,0,0,0,10,0,16.66666667,1813,1862
2020/04/24 00:00:00+00,1868,Kalimantan Timur,85,11,11,0,1,0,73,1.176470588,12.94117647,1868,1863
2020/04/17 00:00:00+00,1618,Jambi,8,1,0,0,0,0,8,0,0,1618,1864
2020/04/27 00:00:00+00,1966,Daerah Istimewa Yogyakarta,83,1,37,1,7,0,39,8.43373494,44.57831325,1966,1865
2020/04/22 00:00:00+00,1814,Maluku,17,0,10,0,0,0,7,0,58.82352941,1814,1866
2020/04/24 00:00:00+00,1869,Kalimantan Tengah,94,11,9,0,4,0,81,4.255319149,9.574468085,1869,1867
2020/04/17 00:00:00+00,1619,Jawa Barat,632,58,41,13,56,3,535,8.860759494,6.487341772,1619,1868
2020/04/27 00:00:00+00,1967,DKI Jakarta,3869,71,337,2,367,14,3165,9.485655208,8.710261049,1967,1869
2020/04/22 00:00:00+00,1815,Papua Barat,8,1,0,0,1,0,7,12.5,0,1815,1870
2020/04/24 00:00:00+00,1870,Kalimantan Selatan,132,18,10,1,6,0,116,4.545454545,7.575757576,1870,1871
2020/04/17 00:00:00+00,1620,Jawa Tengah,304,5,36,17,41,13,227,13.48684211,11.84210526,1620,1872
2020/04/27 00:00:00+00,1968,Jambi,32,0,1,0,0,0,31,0,3.125,1968,1873
2020/04/22 00:00:00+00,1816,Papua,123,5,28,0,6,0,89,4.87804878,22.76422764,1816,1874
2020/04/24 00:00:00+00,1871,Kalimantan Utara,77,0,2,0,1,0,74,1.298701299,2.597402597,1871,1875
2020/04/17 00:00:00+00,1621,Jawa Timur,522,8,94,8,46,0,382,8.812260536,18.00766284,1621,1876
2020/04/27 00:00:00+00,1969,Jawa Barat,951,39,96,3,78,1,777,8.201892744,10.09463722,1969,1877
2020/04/22 00:00:00+00,1817,Sulawesi Barat,8,1,1,0,1,0,6,12.5,12.5,1817,1878
2020/04/24 00:00:00+00,1872,Kepulauan Riau,83,0,9,1,8,0,66,9.638554217,10.84337349,1872,1879
2020/04/17 00:00:00+00,1622,Kalimantan Barat,21,0,5,0,3,0,13,14.28571429,23.80952381,1622,1880
2020/04/17 00:00:00+00,1623,Kalimantan Timur,44,0,10,0,1,0,33,2.272727273,22.72727273,1623,1881
2020/04/17 00:00:00+00,1624,Kalimantan Tengah,35,1,8,0,2,0,25,5.714285714,22.85714286,1624,1882
2020/04/17 00:00:00+00,1625,Kalimantan Selatan,74,15,6,0,6,0,62,8.108108108,8.108108108,1625,1883
2020/04/17 00:00:00+00,1626,Kalimantan Utara,47,19,2,0,1,0,44,2.127659574,4.255319149,1626,1884
2020/04/17 00:00:00+00,1627,Kepulauan Riau,58,19,5,0,7,0,46,12.06896552,8.620689655,1627,1885
2020/04/17 00:00:00+00,1628,Nusa Tenggara Barat,51,6,2,0,2,0,47,3.921568627,3.921568627,1628,1886
2020/04/17 00:00:00+00,1629,Sumatera Selatan,54,17,5,0,2,0,47,3.703703704,9.259259259,1629,1887
2020/04/17 00:00:00+00,1630,Sumatera Barat,62,7,11,3,6,2,45,9.677419355,17.74193548,1630,1888
2020/04/17 00:00:00+00,1631,Sulawesi Utara,18,0,5,0,2,0,11,11.11111111,27.77777778,1631,1889
2020/04/17 00:00:00+00,1632,Sumatera Utara,79,0,12,0,9,0,58,11.39240506,15.18987342,1632,1890
2020/04/17 00:00:00+00,1633,Sulawesi Tenggara,27,0,4,0,1,0,22,3.703703704,14.81481481,1633,1891
2020/04/17 00:00:00+00,1634,Sulawesi Selatan,332,62,43,1,23,0,266,6.927710843,12.95180723,1634,1892
2020/04/17 00:00:00+00,1635,Sulawesi Tengah,24,2,2,0,3,0,19,12.5,8.333333333,1635,1893
2020/04/17 00:00:00+00,1636,Lampung,26,0,10,2,5,0,11,19.23076923,38.46153846,1636,1894
2020/04/17 00:00:00+00,1637,Riau,26,1,9,4,4,1,13,15.38461538,34.61538462,1637,1895
2020/04/17 00:00:00+00,1638,Maluku Utara,4,0,2,0,0,0,2,0,50,1638,1896
2020/04/17 00:00:00+00,1639,Maluku,14,0,1,0,0,0,13,0,7.142857143,1639,1897
2020/04/17 00:00:00+00,1640,Papua Barat,5,0,0,0,1,0,4,20,0,1640,1898
2020/04/17 00:00:00+00,1641,Papua,89,9,15,0,6,0,68,6.741573034,16.85393258,1641,1899
2020/04/17 00:00:00+00,1642,Sulawesi Barat,7,0,1,0,1,0,5,14.28571429,14.28571429,1642,1900
2020/04/17 00:00:00+00,1643,Nusa Tenggara Timur,1,0,0,0,0,0,1,0,0,1643,1901
2020/04/17 00:00:00+00,1644,Gorontalo,4,0,0,0,0,0,4,0,0,1644,1902
2020/04/17 00:00:00+00,1645,Indonesia,26,0,0,0,0,0,26,0,0,1645,1903
2020/04/18 00:00:00+00,1646,Aceh,6,1,4,0,1,0,1,16.66666667,66.66666667,1646,1904
2020/04/18 00:00:00+00,1647,Bali,131,7,36,0,3,1,92,2.290076336,27.48091603,1647,1905
2020/04/18 00:00:00+00,1648,Banten,321,10,9,0,34,0,278,10.59190031,2.803738318,1648,1906
2020/04/18 00:00:00+00,1649,Kepulauan Bangka Belitung,6,0,0,0,1,0,5,16.66666667,0,1649,1907
2020/04/18 00:00:00+00,1650,Bengkulu,4,0,0,0,1,0,3,25,0,1650,1908
2020/04/27 00:00:00+00,1970,Jawa Tengah,666,17,88,16,58,0,520,8.708708709,13.21321321,1970,1909
2020/04/22 00:00:00+00,1818,Nusa Tenggara Timur,1,0,0,0,0,0,1,0,0,1818,1910
2020/04/24 00:00:00+00,1873,Nusa Tenggara Barat,153,38,15,2,4,0,134,2.614379085,9.803921569,1873,1911
2020/04/27 00:00:00+00,1971,Jawa Timur,796,11,140,2,88,1,568,11.05527638,17.5879397,1971,1912
2020/04/22 00:00:00+00,1819,Gorontalo,7,0,0,0,1,0,6,14.28571429,0,1819,1913
2020/04/24 00:00:00+00,1874,Sumatera Selatan,106,13,5,0,3,0,98,2.830188679,4.716981132,1874,1914
2020/04/27 00:00:00+00,1972,Kalimantan Barat,51,0,7,0,3,0,41,5.882352941,13.7254902,1972,1915
2020/04/22 00:00:00+00,1820,Indonesia,27,0,0,0,0,0,27,0,0,1820,1916
2020/04/24 00:00:00+00,1875,Sumatera Barat,96,10,17,1,10,1,69,10.41666667,17.70833333,1875,1917
2020/04/27 00:00:00+00,1973,Kalimantan Timur,107,2,12,1,1,0,94,0.934579439,11.21495327,1973,1918
2020/04/23 00:00:00+00,1821,Aceh,7,0,4,0,1,0,2,14.28571429,57.14285714,1821,1919
2020/04/24 00:00:00+00,1876,Sulawesi Utara,36,5,5,0,3,0,28,8.333333333,13.88888889,1876,1920
2020/04/27 00:00:00+00,1974,Kalimantan Tengah,112,8,10,1,5,1,97,4.464285714,8.928571429,1974,1921
2020/04/23 00:00:00+00,1822,Bali,167,15,55,8,4,0,108,2.395209581,32.93413174,1822,1922
2020/04/24 00:00:00+00,1877,Sumatera Utara,96,1,21,0,11,0,64,11.45833333,21.875,1877,1923
2020/04/27 00:00:00+00,1975,Kalimantan Selatan,150,4,10,0,6,0,134,4,6.666666667,1975,1924
2020/04/23 00:00:00+00,1823,Banten,337,0,29,0,35,0,273,10.38575668,8.605341246,1823,1925
2020/04/24 00:00:00+00,1878,Sulawesi Tenggara,41,4,5,1,2,0,34,4.87804878,12.19512195,1878,1926
2020/04/27 00:00:00+00,1976,Kalimantan Utara,90,1,2,0,1,0,87,1.111111111,2.222222222,1976,1927
2020/04/23 00:00:00+00,1824,Kepulauan Bangka Belitung,8,0,2,0,1,0,5,12.5,25,1824,1928
2020/04/24 00:00:00+00,1879,Sulawesi Selatan,420,23,81,1,35,1,304,8.333333333,19.28571429,1879,1929
2020/04/27 00:00:00+00,1977,Kepulauan Riau,86,1,9,0,8,0,69,9.302325581,10.46511628,1977,1930
2020/04/23 00:00:00+00,1825,Bengkulu,8,0,1,0,1,0,6,12.5,12.5,1825,1931
2020/04/24 00:00:00+00,1880,Sulawesi Tengah,32,3,3,0,3,0,26,9.375,9.375,1880,1932
2020/04/27 00:00:00+00,1978,Nusa Tenggara Barat,206,11,22,2,4,0,180,1.941747573,10.67961165,1978,1933
2020/04/23 00:00:00+00,1826,Daerah Istimewa Yogyakarta,76,1,32,2,7,0,37,9.210526316,42.10526316,1826,1934
2020/04/24 00:00:00+00,1881,Lampung,38,0,10,0,5,0,23,13.15789474,26.31578947,1881,1935
2020/04/27 00:00:00+00,1979,Sumatera Selatan,129,0,18,0,3,0,108,2.325581395,13.95348837,1979,1936
2020/04/27 00:00:00+00,1980,Sumatera Barat,121,19,23,3,14,3,84,11.57024793,19.00826446,1980,1937
2020/04/27 00:00:00+00,1981,Sulawesi Utara,40,0,11,0,3,0,26,7.5,27.5,1981,1938
2020/04/27 00:00:00+00,1982,Sumatera Utara,111,0,21,0,12,0,78,10.81081081,18.91891892,1982,1939
2020/04/27 00:00:00+00,1983,Sulawesi Tenggara,45,0,6,0,2,0,37,4.444444444,13.33333333,1983,1940
2020/04/27 00:00:00+00,1984,Sulawesi Selatan,440,0,106,7,37,1,297,8.409090909,24.09090909,1984,1941
2020/04/27 00:00:00+00,1985,Sulawesi Tengah,36,0,3,0,3,0,30,8.333333333,8.333333333,1985,1942
2020/04/27 00:00:00+00,1986,Lampung,42,0,10,0,5,0,27,11.9047619,23.80952381,1986,1943
2020/04/27 00:00:00+00,1987,Riau,39,0,14,0,4,0,21,10.25641026,35.8974359,1987,1944
2020/04/27 00:00:00+00,1988,Maluku Utara,26,0,2,0,0,0,24,0,7.692307692,1988,1945
2020/04/27 00:00:00+00,1989,Maluku,22,0,11,0,0,0,11,0,50,1989,1946
2020/04/27 00:00:00+00,1990,Papua Barat,16,0,0,0,1,0,15,6.25,0,1990,1947
2020/04/27 00:00:00+00,1991,Papua,151,10,32,0,6,0,113,3.973509934,21.19205298,1991,1948
2020/04/27 00:00:00+00,1992,Sulawesi Barat,35,0,1,0,1,0,33,2.857142857,2.857142857,1992,1949
2020/04/27 00:00:00+00,1993,Nusa Tenggara Timur,1,0,1,0,0,0,0,0,100,1993,1950
2020/04/27 00:00:00+00,1994,Gorontalo,14,-1,0,0,1,0,13,7.142857143,0,1994,1951
2020/04/27 00:00:00+00,1995,Indonesia,26,0,0,0,0,0,26,0,0,1995,1952
2020/04/28 00:00:00+00,1996,Aceh,9,0,4,0,1,0,4,11.11111111,44.44444444,1996,1953
2020/04/28 00:00:00+00,1997,Bali,215,21,88,7,4,0,123,1.860465116,40.93023256,1997,1954
2020/04/28 00:00:00+00,1998,Banten,388,6,33,0,41,1,314,10.56701031,8.505154639,1998,1955
2020/04/28 00:00:00+00,1999,Kepulauan Bangka Belitung,10,0,2,0,1,0,7,10,20,1999,1956
2020/04/28 00:00:00+00,2000,Bengkulu,8,0,1,0,1,0,6,12.5,12.5,2000,1957
2020/04/23 00:00:00+00,1827,DKI Jakarta,3517,134,326,4,301,0,2890,8.558430481,9.269263577,1827,1958
2020/04/23 00:00:00+00,1828,Jambi,14,1,1,0,0,0,13,0,7.142857143,1828,1959
2020/04/24 00:00:00+00,1882,Riau,36,0,12,3,4,0,20,11.11111111,33.33333333,1882,1960
2020/04/23 00:00:00+00,1829,Jawa Barat,784,22,87,8,74,3,623,9.43877551,11.09693878,1829,1961
2020/04/24 00:00:00+00,1883,Maluku Utara,14,0,2,0,0,0,12,0,14.28571429,1883,1962
2020/04/23 00:00:00+00,1830,Jawa Tengah,538,59,54,0,53,0,431,9.851301115,10.03717472,1830,1963
2020/04/23 00:00:00+00,1831,Jawa Timur,664,26,112,11,60,2,492,9.036144578,16.86746988,1831,1964
2020/04/24 00:00:00+00,1884,Maluku,17,0,10,0,0,0,7,0,58.82352941,1884,1965
2020/04/23 00:00:00+00,1832,Kalimantan Barat,50,19,7,0,3,0,40,6,14,1832,1966
2020/04/23 00:00:00+00,1833,Kalimantan Timur,74,5,11,0,1,0,62,1.351351351,14.86486486,1833,1967
2020/04/24 00:00:00+00,1885,Papua Barat,15,2,0,0,1,0,14,6.666666667,0,1885,1968
2020/04/23 00:00:00+00,1834,Kalimantan Tengah,83,1,9,0,4,0,70,4.819277108,10.84337349,1834,1969
2020/04/24 00:00:00+00,1886,Papua,136,6,32,0,6,0,98,4.411764706,23.52941176,1886,1970
2020/04/23 00:00:00+00,1835,Kalimantan Selatan,114,7,9,0,6,0,99,5.263157895,7.894736842,1835,1971
2020/04/24 00:00:00+00,1887,Sulawesi Barat,33,25,1,0,1,0,31,3.03030303,3.03030303,1887,1972
2020/04/23 00:00:00+00,1836,Kalimantan Utara,77,0,2,0,1,0,74,1.298701299,2.597402597,1836,1973
2020/04/24 00:00:00+00,1888,Nusa Tenggara Timur,1,0,0,0,0,0,1,0,0,1888,1974
2020/04/23 00:00:00+00,1837,Kepulauan Riau,83,2,8,0,8,0,67,9.638554217,9.638554217,1837,1975
2020/04/24 00:00:00+00,1889,Gorontalo,12,5,0,0,1,0,11,8.333333333,0,1889,1976
2020/04/23 00:00:00+00,1838,Nusa Tenggara Barat,115,7,13,2,4,0,98,3.47826087,11.30434783,1838,1977
2020/04/23 00:00:00+00,1839,Sumatera Selatan,93,4,5,0,3,0,85,3.225806452,5.376344086,1839,1978
2020/04/24 00:00:00+00,1890,Indonesia,26,0,0,0,0,0,26,0,0,1890,1979
2020/04/25 00:00:00+00,1891,Aceh,9,1,4,0,1,0,4,11.11111111,44.44444444,1891,1980
2020/04/23 00:00:00+00,1840,Sumatera Barat,86,5,16,3,9,1,61,10.46511628,18.60465116,1840,1981
2020/04/25 00:00:00+00,1892,Bali,183,6,70,15,4,0,109,2.18579235,38.25136612,1892,1982
2020/04/23 00:00:00+00,1841,Sulawesi Utara,31,11,5,0,3,0,23,9.677419355,16.12903226,1841,1983
2020/04/25 00:00:00+00,1893,Banten,370,11,33,0,39,0,298,10.54054054,8.918918919,1893,1984
2020/04/23 00:00:00+00,1842,Sumatera Utara,95,2,21,0,11,1,63,11.57894737,22.10526316,1842,1985
2020/04/25 00:00:00+00,1894,Kepulauan Bangka Belitung,9,0,2,0,1,0,6,11.11111111,22.22222222,1894,1986
2020/04/23 00:00:00+00,1843,Sulawesi Tenggara,37,0,4,0,2,0,31,5.405405405,10.81081081,1843,1987
2020/04/25 00:00:00+00,1895,Bengkulu,8,0,1,0,1,0,6,12.5,12.5,1895,1988
2020/04/23 00:00:00+00,1844,Sulawesi Selatan,397,10,80,5,34,4,283,8.564231738,20.1511335,1844,1989
2020/04/25 00:00:00+00,1896,Daerah Istimewa Yogyakarta,79,2,36,0,7,0,36,8.860759494,45.56962025,1896,1990
2020/04/23 00:00:00+00,1845,Sulawesi Tengah,29,0,3,0,3,0,23,10.34482759,10.34482759,1845,1991
2020/04/25 00:00:00+00,1897,DKI Jakarta,3684,85,334,7,346,20,3004,9.391965255,9.066232356,1897,1992
2020/04/23 00:00:00+00,1846,Lampung,38,11,10,0,5,0,23,13.15789474,26.31578947,1846,1993
2020/04/23 00:00:00+00,1847,Riau,36,1,9,0,4,0,23,11.11111111,25,1847,1994
2020/04/23 00:00:00+00,1848,Maluku Utara,14,2,2,0,0,0,12,0,14.28571429,1848,1995
2020/04/23 00:00:00+00,1849,Maluku,17,0,10,0,0,0,7,0,58.82352941,1849,1996
2020/04/23 00:00:00+00,1850,Papua Barat,13,5,0,0,1,0,12,7.692307692,0,1850,1997
2020/04/25 00:00:00+00,1898,Jambi,21,3,1,0,0,0,20,0,4.761904762,1898,1998
2020/04/25 00:00:00+00,1899,Jawa Barat,907,45,93,3,77,0,737,8.48952591,10.25358324,1899,1999
2020/04/25 00:00:00+00,1900,Jawa Tengah,621,46,58,0,54,0,509,8.695652174,9.339774557,1900,2000
2020/05/04 00:00:00+00,2233,Maluku Utara,50,0,5,0,0,0,45,0,10,2233,2001
2020/05/04 00:00:00+00,2234,Maluku,23,0,12,0,0,0,11,0,52.17391304,2234,2002
2020/05/04 00:00:00+00,2235,Papua Barat,43,0,0,0,1,0,42,2.325581395,0,2235,2003
2020/05/04 00:00:00+00,2236,Papua,240,0,48,0,6,0,186,2.5,20,2236,2004
2020/05/04 00:00:00+00,2237,Sulawesi Barat,44,0,4,0,1,0,39,2.272727273,9.090909091,2237,2005
2020/05/04 00:00:00+00,2238,Nusa Tenggara Timur,10,0,1,0,0,0,9,0,10,2238,2006
2020/05/04 00:00:00+00,2239,Gorontalo,15,0,2,0,1,0,12,6.666666667,13.33333333,2239,2007
2020/05/04 00:00:00+00,2240,Indonesia,22,-2,0,0,0,0,22,0,0,2240,2008
2020/05/05 00:00:00+00,2241,Aceh,12,0,7,0,1,0,4,8.333333333333332,58.333333333333336,2241,2009
2020/05/05 00:00:00+00,2242,Bali,277,6,160,1,4,0,113,1.444043321299639,57.761732851985556,2242,2010
2020/05/05 00:00:00+00,2243,Banten,458,12,117,83,41,0,300,8.951965065502183,25.54585152838428,2243,2011
2020/05/05 00:00:00+00,2244,Kepulauan Bangka Belitung,19,0,4,0,1,0,14,5.263157894736842,21.052631578947366,2244,2012
2020/05/05 00:00:00+00,2245,Bengkulu,12,0,1,0,1,0,10,8.333333333333332,8.333333333333332,2245,2013
2020/05/05 00:00:00+00,2246,Daerah Istimewa Yogyakarta,121,6,52,2,7,0,62,5.785123966942149,42.97520661157025,2246,2014
2020/05/05 00:00:00+00,2247,DKI Jakarta,4687,148,704,72,409,1,3574,8.726264134841049,15.020268828675059,2247,2015
2020/05/05 00:00:00+00,2248,Jambi,43,5,1,0,0,0,42,0.0,2.3255813953488373,2248,2016
2020/05/01 00:00:00+00,2117,Kepulauan Riau,89,0,15,4,9,0,65,10.11235955,16.85393258,2117,2017
2020/05/05 00:00:00+00,2249,Jawa Barat,1300,48,167,8,87,1,1046,6.692307692307692,12.846153846153847,2249,2018
2020/05/01 00:00:00+00,2118,Nusa Tenggara Barat,233,3,31,0,4,0,198,1.716738197,13.30472103,2118,2019
2020/05/05 00:00:00+00,2250,Jawa Tengah,849,51,132,20,62,0,655,7.302709069493522,15.547703180212014,2250,2020
2020/05/01 00:00:00+00,2119,Sumatera Selatan,156,6,29,6,3,0,124,1.923076923,18.58974359,2119,2021
2020/05/01 00:00:00+00,2120,Sumatera Barat,172,24,30,5,15,0,127,8.720930233,17.44186047,2120,2022
2020/05/05 00:00:00+00,2251,Jawa Timur,1171,47,180,2,117,0,874,9.991460290350128,15.37147736976943,2251,2023
2020/05/03 00:00:00+00,2175,Bengkulu,12,0,1,0,1,0,10,8.333333333,8.333333333,2175,2024
2020/04/28 00:00:00+00,2001,Daerah Istimewa Yogyakarta,93,10,39,2,7,0,47,7.52688172,41.93548387,2001,2025
2020/04/29 00:00:00+00,2059,Maluku,23,1,12,0,0,0,11,0,52.17391304,2059,2026
2020/05/01 00:00:00+00,2121,Sulawesi Utara,45,0,14,0,4,0,27,8.888888889,31.11111111,2121,2027
2020/05/05 00:00:00+00,2252,Kalimantan Barat,73,0,8,0,3,0,62,4.10958904109589,10.95890410958904,2252,2028
2020/05/06 00:00:00+00,2291,Kalimantan Utara,131,0,6,0,1,0,124,0.7633587786259541,4.580152671755725,2291,2029
2020/05/03 00:00:00+00,2176,Daerah Istimewa Yogyakarta,115,1,49,1,7,0,59,6.086956522,42.60869565,2176,2030
2020/04/28 00:00:00+00,2002,DKI Jakarta,4002,133,363,26,370,3,3269,9.245377311,9.070464768,2002,2031
2020/04/29 00:00:00+00,2060,Papua Barat,37,0,0,0,1,0,36,2.702702703,0,2060,2032
2020/05/01 00:00:00+00,2122,Sumatera Utara,117,0,41,0,13,0,63,11.11111111,35.04273504,2122,2033
2020/05/05 00:00:00+00,2253,Kalimantan Timur,168,1,13,0,2,1,153,1.1904761904761905,7.738095238095238,2253,2034
2020/05/06 00:00:00+00,2292,Kepulauan Riau,98,1,57,11,10,0,31,10.204081632653061,58.16326530612245,2292,2035
2020/05/03 00:00:00+00,2177,DKI Jakarta,4463,66,632,119,398,6,3433,8.917768317,14.16087833,2177,2036
2020/04/28 00:00:00+00,2003,Jambi,32,0,1,0,0,0,31,0,3.125,2003,2037
2020/04/29 00:00:00+00,2061,Papua,189,12,47,0,6,0,136,3.174603175,24.86772487,2061,2038
2020/05/01 00:00:00+00,2123,Sulawesi Tenggara,62,0,11,1,2,0,49,3.225806452,17.74193548,2123,2039
2020/05/05 00:00:00+00,2254,Kalimantan Tengah,181,1,15,0,7,0,159,3.867403314917127,8.287292817679557,2254,2040
2020/05/06 00:00:00+00,2293,Nusa Tenggara Barat,289,4,53,7,5,1,231,1.7301038062283738,18.33910034602076,2293,2041
2020/05/03 00:00:00+00,2178,Jambi,38,6,1,0,0,0,37,0,2.631578947,2178,2042
2020/04/28 00:00:00+00,2004,Jawa Barat,969,18,103,7,79,1,787,8.152734778,10.62951496,2004,2043
2020/04/29 00:00:00+00,2062,Sulawesi Barat,38,1,3,1,1,0,34,2.631578947,7.894736842,2062,2044
2020/05/01 00:00:00+00,2124,Sulawesi Selatan,547,56,135,13,37,0,375,6.76416819,24.68007313,2124,2045
2020/05/05 00:00:00+00,2255,Kalimantan Selatan,212,14,24,0,9,0,179,4.245283018867925,11.320754716981133,2255,2046
2020/05/06 00:00:00+00,2294,Sumatera Selatan,210,11,47,0,5,0,158,2.380952380952381,22.380952380952383,2294,2047
2020/05/03 00:00:00+00,2179,Jawa Barat,1054,11,152,5,85,1,817,8.064516129,14.42125237,2179,2048
2020/04/28 00:00:00+00,2005,Jawa Tengah,682,16,89,1,58,0,535,8.504398827,13.04985337,2005,2049
2020/04/29 00:00:00+00,2063,Nusa Tenggara Timur,1,0,1,0,0,0,0,0,100,2063,2050
2020/05/01 00:00:00+00,2125,Sulawesi Tengah,48,1,11,3,3,0,34,6.25,22.91666667,2125,2051
2020/05/01 00:00:00+00,2126,Lampung,50,4,13,0,5,0,32,10,26,2126,2052
2020/05/01 00:00:00+00,2127,Riau,42,1,16,0,4,0,22,9.523809524,38.0952381,2127,2053
2020/05/01 00:00:00+00,2128,Maluku Utara,41,1,3,0,0,0,38,0,7.317073171,2128,2054
2020/05/01 00:00:00+00,2129,Maluku,23,0,12,0,0,0,11,0,52.17391304,2129,2055
2020/05/01 00:00:00+00,2130,Papua Barat,42,5,0,0,1,0,41,2.380952381,0,2130,2056
2020/05/01 00:00:00+00,2131,Papua,210,5,48,1,6,0,156,2.857142857,22.85714286,2131,2057
2020/05/01 00:00:00+00,2132,Sulawesi Barat,43,1,3,0,1,0,39,2.325581395,6.976744186,2132,2058
2020/05/01 00:00:00+00,2133,Nusa Tenggara Timur,3,0,1,0,0,0,2,0,33.33333333,2133,2059
2020/05/01 00:00:00+00,2134,Gorontalo,15,0,2,0,1,0,12,6.666666667,13.33333333,2134,2060
2020/05/01 00:00:00+00,2135,Indonesia,26,0,0,0,0,0,26,0,0,2135,2061
2020/05/02 00:00:00+00,2136,Aceh,11,0,4,0,1,0,6,9.090909091,36.36363636,2136,2062
2020/05/02 00:00:00+00,2137,Bali,237,2,129,8,4,0,104,1.687763713,54.43037975,2137,2063
2020/05/02 00:00:00+00,2138,Banten,427,9,34,0,41,0,352,9.601873536,7.962529274,2138,2064
2020/05/02 00:00:00+00,2139,Kepulauan Bangka Belitung,19,9,4,2,1,0,14,5.263157895,21.05263158,2139,2065
2020/05/02 00:00:00+00,2140,Bengkulu,12,0,1,0,1,0,10,8.333333333,8.333333333,2140,2066
2020/05/02 00:00:00+00,2141,Daerah Istimewa Yogyakarta,114,10,48,4,7,0,59,6.140350877,42.10526316,2141,2067
2020/05/02 00:00:00+00,2142,DKI Jakarta,4397,80,513,25,392,17,3492,8.915169434,11.66704571,2142,2068
2020/05/02 00:00:00+00,2143,Jambi,32,0,1,0,0,0,31,0,3.125,2143,2069
2020/05/02 00:00:00+00,2144,Jawa Barat,1043,31,147,2,84,1,812,8.053691275,14.09395973,2144,2070
2020/05/02 00:00:00+00,2145,Jawa Tengah,767,21,112,0,62,2,593,8.083441982,14.60234681,2145,2071
2020/05/02 00:00:00+00,2146,Jawa Timur,1037,3,165,3,106,7,766,10.22179364,15.91128255,2146,2072
2020/05/02 00:00:00+00,2147,Kalimantan Barat,68,7,8,0,3,0,57,4.411764706,11.76470588,2147,2073
2020/05/02 00:00:00+00,2148,Kalimantan Timur,154,18,13,0,1,0,140,0.649350649,8.441558442,2148,2074
2020/05/02 00:00:00+00,2149,Kalimantan Tengah,157,1,11,0,6,0,140,3.821656051,7.006369427,2149,2075
2020/05/02 00:00:00+00,2150,Kalimantan Selatan,179,0,24,1,9,0,146,5.027932961,13.40782123,2150,2076
2020/05/02 00:00:00+00,2151,Kalimantan Utara,122,7,5,0,1,0,116,0.819672131,4.098360656,2151,2077
2020/05/02 00:00:00+00,2152,Kepulauan Riau,89,0,22,7,9,0,58,10.11235955,24.71910112,2152,2078
2020/05/02 00:00:00+00,2153,Nusa Tenggara Barat,250,17,32,1,4,0,214,1.6,12.8,2153,2079
2020/05/02 00:00:00+00,2154,Sumatera Selatan,156,0,29,0,3,0,124,1.923076923,18.58974359,2154,2080
2020/05/02 00:00:00+00,2155,Sumatera Barat,182,10,30,0,15,0,137,8.241758242,16.48351648,2155,2081
2020/05/02 00:00:00+00,2156,Sulawesi Utara,45,0,17,3,4,0,24,8.888888889,37.77777778,2156,2082
2020/05/02 00:00:00+00,2157,Sumatera Utara,117,0,41,0,13,0,63,11.11111111,35.04273504,2157,2083
2020/05/02 00:00:00+00,2158,Sulawesi Tenggara,64,2,11,0,2,0,51,3.125,17.1875,2158,2084
2020/05/02 00:00:00+00,2159,Sulawesi Selatan,577,30,145,10,40,3,392,6.932409012,25.12998267,2159,2085
2020/05/02 00:00:00+00,2160,Sulawesi Tengah,59,11,11,0,3,0,45,5.084745763,18.6440678,2160,2086
